cellid,rlf_count_ 1,rlf_count_ 2,rlf_count_ 3,rlf_count_ 4,rlf_count_ 5,rlf_count_ 6,rlf_count_ 7,rlf_count_ 8,rlf_count_ 9,rlf_count_10,rlf_count_11,rlf_count_12,rlf_count_13,rlf_count_14,rlf_count_15,rlf_count_16,rlf_count_17,rlf_count_18,rlf_count_19,rlf_count_20,rlf_count_21,rlf_count_22,rlf_count_23,rlf_count_24,rlf_count_25,rlf_count_26,rlf_count_27,rlf_count_28,rlf_time_ 1,rlf_time_ 2,rlf_time_ 3,rlf_time_ 4,rlf_time_ 5,rlf_time_ 6,rlf_time_ 7,rlf_time_ 8,rlf_time_ 9,rlf_time_10,rlf_time_11,rlf_time_12,rlf_time_13,rlf_time_14,rlf_time_15,rlf_time_16,rlf_time_17,rlf_time_18,rlf_time_19,rlf_time_20,rlf_time_21,rlf_time_22,rlf_time_23,rlf_time_24,rlf_time_25,rlf_time_26,rlf_time_27,rlf_time_28,freq_band_ 1,freq_band_ 2,freq_band_ 3,freq_band_ 4,freq_band_ 5,freq_band_ 6,freq_band_ 7,freq_band_ 8,freq_band_ 9,freq_band_10,freq_band_11,freq_band_12,freq_band_13,freq_band_14,freq_band_15,freq_band_16,freq_band_17,freq_band_18,freq_band_19,freq_band_20,freq_band_21,freq_band_22,freq_band_23,freq_band_24,freq_band_25,freq_band_26,freq_band_27,freq_band_28,spont_count_ 1,spont_count_ 2,spont_count_ 3,spont_count_ 4,spont_count_ 5,spont_count_ 6,spont_count_ 7,spont_count_ 8,spont_count_ 9,spont_count_10,spont_count_11,spont_count_12,spont_count_13,spont_count_14,spont_count_15,spont_count_16,spont_count_17,spont_count_18,spont_count_19,spont_count_20,spont_count_21,spont_count_22,spont_count_23,spont_count_24,spont_count_25,spont_count_26,spont_count_27,spont_count_28,spont_time_ 1,spont_time_ 2,spont_time_ 3,spont_time_ 4,spont_time_ 5,spont_time_ 6,spont_time_ 7,spont_time_ 8,spont_time_ 9,spont_time_10,spont_time_11,spont_time_12,spont_time_13,spont_time_14,spont_time_15,spont_time_16,spont_time_17,spont_time_18,spont_time_19,spont_time_20,spont_time_21,spont_time_22,spont_time_23,spont_time_24,spont_time_25,spont_time_26,spont_time_27,spont_time_28,pupil_ 1,pupil_ 2,pupil_ 3,pupil_ 4,pupil_ 5,pupil_ 6,pupil_ 7,pupil_ 8,pupil_ 9,pupil_10,pupil_11,pupil_12,pupil_13,pupil_14,pupil_15,pupil_16,pupil_17,pupil_18,pupil_19,pupil_20,pupil_21,pupil_22,pupil_23,pupil_24,pupil_25,pupil_26,pupil_27,pupil_28,level_ 1,level_ 2,level_ 3,level_ 4,level_ 5,level_ 6,level_ 7,level_ 8,level_ 9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,level_17,level_18,level_19,level_20,level_21,level_22,level_23,level_24,level_25,level_26,level_27,level_28
BOL005c-04-1,55,43,24,31,14,23,19,73,67,41,32,17,19,27,,,,,,,,,,,,,,,4.77,5.18,4.92,5.35,5.62,5.26,4.61,4.83,4.42,4.44,4.25,3.98,4.34,4.99,,,,,,,,,,,,,,,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,,,,,,,,,,,,,,,142,142,142,142,142,142,142,320,320,320,320,320,320,320,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-06-1,5,1,9,0,1,2,1,4,6,5,4,3,1,6,,,,,,,,,,,,,,,7.62,6.82,7.65,7.84,7.28,7.24,7.81,6.78,7.58,6.27,6.56,7.12,7.16,6.59,,,,,,,,,,,,,,,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,,,,,,,,,,,,,,,38,38,38,38,38,38,38,64,64,64,64,64,64,64,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-09-1,5,6,3,8,4,3,1,1,2,9,5,4,6,2,,,,,,,,,,,,,,,4.77,5.18,4.92,5.35,5.62,5.26,4.61,4.83,4.42,4.44,4.25,3.98,4.34,4.99,,,,,,,,,,,,,,,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,,,,,,,,,,,,,,,50,50,50,50,50,50,50,68,68,68,68,68,68,68,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-10-1,7,7,12,11,7,12,11,1,6,13,4,9,6,9,,,,,,,,,,,,,,,7.47,7.21,7.51,6.94,8.18,7.73,6.89,6.93,7.19,6.89,7.46,6.22,6.67,7.27,,,,,,,,,,,,,,,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,0.533272689324,,,,,,,,,,,,,,,174,174,174,174,174,174,174,272,272,272,272,272,272,272,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-13-1,71,91,87,76,77,70,68,91,86,88,70,47,90,92,,,,,,,,,,,,,,,4.77,5.18,4.92,5.35,5.62,5.26,4.61,4.83,4.42,4.44,4.25,3.98,4.34,4.99,,,,,,,,,,,,,,,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,,,,,,,,,,,,,,,1104,1104,1104,1104,1104,1104,1104,1655,1655,1655,1655,1655,1655,1655,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-18-1,136,158,139,125,90,76,72,90,90,90,97,58,54,50,,,,,,,,,,,,,,,7.25,7.81,7.38,7.69,8.18,8.03,7.25,7.15,6.59,6.78,6.71,6.22,6.37,7.15,,,,,,,,,,,,,,,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,,,,,,,,,,,,,,,422,422,422,422,422,422,422,603,603,603,603,603,603,603,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-25-1,89,104,107,120,129,120,91,60,59,82,108,112,107,111,,,,,,,,,,,,,,,7.25,7.81,7.38,7.69,8.18,8.03,7.25,7.15,6.59,6.78,6.71,6.22,6.37,7.15,,,,,,,,,,,,,,,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,0.533264313071792,,,,,,,,,,,,,,,1050,1050,1050,1050,1050,1050,1050,1496,1496,1496,1496,1496,1496,1496,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-27-1,106,99,90,115,89,62,54,127,98,98,99,81,68,72,,,,,,,,,,,,,,,4.77,5.18,4.92,5.35,5.62,5.26,4.61,4.83,4.42,4.44,4.25,3.98,4.34,4.99,,,,,,,,,,,,,,,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,,,,,,,,,,,,,,,787,787,787,787,787,787,787,1115,1115,1115,1115,1115,1115,1115,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-33-1,28,10,12,16,13,17,15,22,19,12,8,20,15,21,,,,,,,,,,,,,,,7.62,6.82,7.65,7.84,7.28,7.24,7.81,6.78,7.58,6.27,6.56,7.12,7.16,6.59,,,,,,,,,,,,,,,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,,,,,,,,,,,,,,,125,125,125,125,125,125,125,194,194,194,194,194,194,194,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-34-1,35,7,11,5,12,17,9,19,5,23,8,4,16,6,,,,,,,,,,,,,,,7.48,7.13,7.09,7.61,6.97,7.43,8.59,6.92,7.27,6.83,6.79,7.43,6.97,5.81,,,,,,,,,,,,,,,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,0.533207346968809,,,,,,,,,,,,,,,94,94,94,94,94,94,94,97,97,97,97,97,97,97,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-37-1,9,16,19,13,8,16,4,12,11,10,18,5,9,8,,,,,,,,,,,,,,,4.77,5.18,4.92,5.35,5.62,5.26,4.61,4.83,4.42,4.44,4.25,3.98,4.34,4.99,,,,,,,,,,,,,,,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,,,,,,,,,,,,,,,64,64,64,64,64,64,64,89,89,89,89,89,89,89,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-44-1,192,231,239,240,124,89,82,228,295,279,228,117,109,128,,,,,,,,,,,,,,,4.77,5.18,4.92,5.35,5.62,5.26,4.61,4.83,4.42,4.44,4.25,3.98,4.34,4.99,,,,,,,,,,,,,,,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,0.266876472128188,,,,,,,,,,,,,,,763,763,763,763,763,763,763,1409,1409,1409,1409,1409,1409,1409,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL005c-48-1,16,12,7,3,1,6,2,12,7,9,4,2,2,1,,,,,,,,,,,,,,,7.62,6.82,7.65,7.84,7.28,7.24,7.81,6.78,7.58,6.27,6.56,7.12,7.16,6.59,,,,,,,,,,,,,,,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,0.533221064437637,,,,,,,,,,,,,,,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-02-1,1,1,5,3,5,4,7,1,3,3,2,1,4,2,,,,,,,,,,,,,,,6.68,7.08,7.41,7.07,6.7,7.27,6.92,7.72,7.08,6.99,7.33,7.7,6.89,7.48,,,,,,,,,,,,,,,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,,,,,,,,,,,,,,,102,102,102,102,102,102,102,46,46,46,46,46,46,46,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-07-1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,6.68,7.08,7.41,7.07,6.7,7.27,6.92,7.72,7.08,6.99,7.33,7.7,6.89,7.48,,,,,,,,,,,,,,,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,,,,,,,,,,,,,,,8,8,8,8,8,8,8,6,6,6,6,6,6,6,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-11-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,6.68,7.08,7.41,7.07,6.7,7.27,6.92,7.72,7.08,6.99,7.33,7.7,6.89,7.48,,,,,,,,,,,,,,,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,,,,,,,,,,,,,,,15,15,15,15,15,15,15,4,4,4,4,4,4,4,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-13-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,6.68,7.08,7.41,7.07,6.7,7.27,6.92,7.72,7.08,6.99,7.33,7.7,6.89,7.48,,,,,,,,,,,,,,,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,,,,,,,,,,,,,,,9,9,9,9,9,9,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-16-1,338,121,71,39,59,35,46,371,175,98,69,54,54,48,,,,,,,,,,,,,,,7.43,6.51,6.74,7.15,7.5,6.45,7.26,6.97,7.89,7.42,7.25,6.66,7.95,7.14,,,,,,,,,,,,,,,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,0.80011561944979,,,,,,,,,,,,,,,19,19,19,19,19,19,19,31,31,31,31,31,31,31,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-18-1,27,8,2,3,13,3,2,27,18,6,13,19,8,9,,,,,,,,,,,,,,,6.9,7.32,7.7,6.8,7.09,6.83,7.1,7.26,7.08,6.7,7.12,7.07,7.09,7.06,,,,,,,,,,,,,,,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,,,,,,,,,,,,,,,5,5,5,5,5,5,5,6,6,6,6,6,6,6,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-18-2,234,212,200,189,158,126,226,255,272,247,229,147,161,217,,,,,,,,,,,,,,,4.68,4.65,4.97,4.66,5.4,4.3,5.02,4.68,4.95,4.63,4.94,4.2,5.3,4.34,,,,,,,,,,,,,,,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,0.399968177561196,,,,,,,,,,,,,,,1012,1012,1012,1012,1012,1012,1012,1495,1495,1495,1495,1495,1495,1495,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-20-1,3,3,10,7,20,90,90,2,4,7,4,18,82,96,,,,,,,,,,,,,,,6.97,7.01,7.56,6.89,6.97,7.2,6.91,7.19,7.15,6.84,7.03,7.19,6.96,7.25,,,,,,,,,,,,,,,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,,,,,,,,,,,,,,,1935,1935,1935,1935,1935,1935,1935,2324,2324,2324,2324,2324,2324,2324,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-21-1,636,515,390,248,288,227,163,749,582,472,321,385,290,251,,,,,,,,,,,,,,,6.97,7.01,7.56,6.89,6.97,7.2,6.91,7.19,7.15,6.84,7.03,7.19,6.96,7.25,,,,,,,,,,,,,,,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,0.800744623936777,,,,,,,,,,,,,,,1056,1056,1056,1056,1056,1056,1056,2117,2117,2117,2117,2117,2117,2117,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-22-1,5,9,32,38,98,116,111,6,8,27,49,77,123,104,,,,,,,,,,,,,,,6.9,7.32,7.7,6.8,7.09,6.83,7.1,7.26,7.08,6.7,7.12,7.07,7.09,7.06,,,,,,,,,,,,,,,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,,,,,,,,,,,,,,,1945,1945,1945,1945,1945,1945,1945,2202,2202,2202,2202,2202,2202,2202,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-24-1,3,2,4,5,6,10,8,9,4,2,10,2,4,9,,,,,,,,,,,,,,,7.35,6.12,6.91,7.34,6.94,7.01,6.89,7.05,8.28,7.49,7.06,7.46,6.91,7.27,,,,,,,,,,,,,,,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,0.798584712429872,,,,,,,,,,,,,,,157,157,157,157,157,157,157,238,238,238,238,238,238,238,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-30-1,4,8,5,13,4,3,3,1,11,7,11,2,1,4,,,,,,,,,,,,,,,6.9,7.32,7.7,6.8,7.09,6.83,7.1,7.26,7.08,6.7,7.12,7.07,7.09,7.06,,,,,,,,,,,,,,,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,0.800268176074724,,,,,,,,,,,,,,,4,4,4,4,4,4,4,10,10,10,10,10,10,10,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-34-1,8,1,1,6,7,4,3,15,10,9,13,8,6,6,,,,,,,,,,,,,,,6.68,7.08,7.41,7.07,6.7,7.27,6.92,7.72,7.08,6.99,7.33,7.7,6.89,7.48,,,,,,,,,,,,,,,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,,,,,,,,,,,,,,,169,169,169,169,169,169,169,157,157,157,157,157,157,157,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-36-1,34,78,88,130,115,48,46,47,63,88,129,104,50,51,,,,,,,,,,,,,,,6.63,6.64,6.77,7.59,7.31,7.41,6.84,7.77,7.52,7.63,6.81,7.09,6.99,7.56,,,,,,,,,,,,,,,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,0.799525129572227,,,,,,,,,,,,,,,527,527,527,527,527,527,527,378,378,378,378,378,378,378,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-37-1,23,25,54,94,137,70,70,39,33,67,89,155,88,80,,,,,,,,,,,,,,,6.68,7.08,7.41,7.07,6.7,7.27,6.92,7.72,7.08,6.99,7.33,7.7,6.89,7.48,,,,,,,,,,,,,,,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,0.799840868400298,,,,,,,,,,,,,,,733,733,733,733,733,733,733,892,892,892,892,892,892,892,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
